taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	NCBI Assembly Accession	NCBI GenBank ID	Genome Size   * assembled	Gene Count   * assembled	
2667527572	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis MB14	Federal University of Para	2667527572	GCA_001579865.1	CP013261	2370761	2269	
2695420604	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 514	INRA STLO	2695420604	GCA_001369035.1	CDAD00000000	2521626	2270	
2834914592	Bacteria	Finished	Acidipropionibacterium virtanenii JS278 genome sequencing	Acidipropionibacterium virtanenii JS278	University of Helsinki	2834914592	GCA_003325455.1	CP025198	3432872	3216	
2867487146	Bacteria	Permanent Draft	Corynebacterium ulcerans in hedgehogs and other animals	Corynebacterium ulcerans KL1196	Bavarian Health and Food Safety Authority, Germany	2867487146	GCA_004382105.1	SDVD00000000	2550347	2655	
2889882248	Bacteria	Permanent Draft	Arsenicicoccus sp. MKL-02 genome sequencing	Arsenicicoccus sp. MKL-02	Chung-Ang Univiersity	2889882248	GCA_009707125.1	WLVL00000000	3423857	3303	
2531839222	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL045PA1	Washington University in St. Louis	2531839222	GCA_000144365.1	ADZA00000000	2527192	2688	
648276634	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Corynebacterium matruchotii ATCC 14266	J. Craig Venter Institute (JCVI)	648276634	GCA_000175375.1	ACSH00000000	2855988	2679	
643692019	Bacteria	Finished	Corynebacterium kroppenstedtii DSM 44385	Corynebacterium kroppenstedtii DSM 44385	Bielefeld University	643692019	GCA_000023145	CP001620	2446804	2073	
2862063619	Bacteria	Finished	Corynebacterium pseudopelargi 812CH genome sequencing	Corynebacterium pseudopelargi 812CH	Bielefeld University	2862063619	GCA_003814005.1	CP033898, CP033899	2348160	2277	
2512564058	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis sv. Ovis P54B96	Federal University of Para	2512564058	GCA_000255935.1	CP003385	2337657	2145	
2634166511	Bacteria	Permanent Draft	Corynebacterium kroppenstedtii ITA205 genome sequencing	Corynebacterium kroppenstedtii ITA205	AC-Gen Reading Life	2634166511	GCA_000971855.1	JYDD00000000	2514376	2250	
2660238308	Bacteria	Finished	Genome sequences of multiple Propionibacterium acnes strains	Cutibacterium acnes PA_12_1_L1	Institute for Genome Sciences, University of Maryland School of Medicine	2660238308	GCA_001469655.1	CP012354	2491961	2372	
2531839315	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL110PA4	Washington University in St. Louis	2531839315	GCA_000144895.1	ADYF00000000	2510783	2636	
2537561743	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL056PA1	Washington University in St. Louis	2537561743	GCA_000145095.1	ADYI00000000	2472999	2574	
2627854250	Bacteria	Finished	Whole genome sequence of Corynebacterium ulcerans strain 210932	Corynebacterium ulcerans 210932	Federal University of Minas Gerais	2627854250	GCA_000767415.1	CP009500	2484335	2277	
2788500575	Bacteria	Permanent Draft	Freshwater microbial communities from Crystal Geyser, Utah, USA	Propionibacterium sp. CG1_02_60_36	University of California, Berkeley	2788500575	GCA_001872645.1	MNWQ00000000	2451495	2389	
2523533600	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Aestuariimicrobium kwangyangense DSM 21549	DOE Joint Genome Institute (JGI)	2523533600	GCA_000421525.1	ATXE00000000	2990149	2692	
2681812969	Bacteria	Permanent Draft	Piscicoccus intestinalis NBRC 104926	Piscicoccus intestinalis NBRC 104926	National Institute of Technology and Evaluation	2681812969	GCA_001515525.1	BCNQ00000000	4685130	4404	
2531839225	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL020PA1	Washington University in St. Louis	2531839225	GCA_000144505.1	ADYO00000000	2477861	2551	
642979306	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Corynebacterium amycolatum SK46	J. Craig Venter Institute	642979306	GCA_000173655	ABZU00000000	2513912	2154	
2876297063	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes P15-206	University of Washington	2876297063	GCA_003384175.1	NXAR00000000	2520692	2469	
2848144686	Bacteria	Finished	Corynebacterium pseudotuberculosis CAPMI05 genome sequencing	Corynebacterium pseudotuberculosis CAPMI05	UFMG	2848144686	GCA_004193695.1	CP035718	2337580	2211	
2663763063	Bacteria	Finished	Genome sequences of multiple Propionibacterium acnes strains	Cutibacterium acnes PA_21_1_L1	Institute for Genome Sciences, University of Maryland School of Medicine	2663763063	GCA_001469595.1	CP012351	2560354	2430	
2844399035	Bacteria	Finished	Corynebacterium pseudotuberculosis Cap1C genome sequencing	Corynebacterium pseudotuberculosis Cap1C	UFMG	2844399035	GCA_004771435.1	CP038431	2337519	2217	
646564561	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes SK137	J. Craig Venter Institute	646564561	GCA_000025765.1	CP001977	2495334	2408	
650716030	Bacteria	Finished	Corynebacterium ulcerans BR-AD22	Corynebacterium ulcerans BR-AD22	Bielefeld University	650716030	GCA_000215665.1	CP002791	2606374	2398	
2855980126	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T29420	University of Washington	2855980126	GCA_003384555.1	PCNR00000000	2478671	2431	
2811995217	Bacteria	Permanent Draft	Genome sequencing of female urinary tract bacteria isolated using an Enhanced Quantitative Urine Culture (EQUC) protocol	Corynebacterium amycolatum UMB0338	Loyola University Chicago	2811995217	GCA_002861405.1	PKHT00000000	2462440	2209	
2718217733	Bacteria	Finished	Corynebacterium pseudotuberculosis A12 genome sequencing	Corynebacterium pseudotuberculosis PA02	Federal University of Para	2718217733	GCA_001663495.1	CP015309	2328435	2161	
2627853989	Bacteria	Finished	Complete genome sequence of Corynebacterium ulcerans strain FRC11	Corynebacterium ulcerans FRC11	Federal University of Minas Gerais	2627853989	GCA_000767685.1	CP009622	2442826	2230	
2724679288	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 118	INRA STLO	2724679288	GCA_900000035.1	CCYN00000000	2583496	2314	
2938693623	Bacteria	Permanent Draft	Corynebacterium diphtheriae TH2031 Genome sequencing	Corynebacterium diphtheriae TH2031	Christian Medical College	2938693623	GCA_001742095.1	MJAR00000000	2495732	2641	
2675903216	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Propionibacterium cyclohexanicum DSM 16859	DOE Joint Genome Institute (JGI)	2675903216	GCA_900111365.1	FOGZ00000000	2808950	2582	
2961874872	Bacteria	Permanent Draft	Corynebacterium ulcerans Assembly	Corynebacterium ulcerans 2590	Northumbria University	2961874872	GCA_002866525.1	MPSS00000000	2501366	2369	
2858981065	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes M13605	University of Washington	2858981065	GCA_003384255.1	NXAW00000000	2535330	2482	
2850502144	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii ERS1366622	Institute of Biotechnology, Helsinki University	2850502144	GCA_900097225.1	LT618787, LT618788	5237086	4818	
2645727762	Bacteria	Permanent Draft	Genetic basis of strain dependant traits in Propionibacterium freudenreichii	Propionibacterium freudenreichii CIRM-BIA1025	National Institute for Agricultural Research (INRA)	2645727762	GCA_001050955.1	CCYV00000000	2690046	2435	
2858978575	Bacteria	Permanent Draft	Cutibacterium avidum Genome sequencing and assembly	Cutibacterium avidum CI878	University of California, Los Angeles	2858978575	GCA_002578695.1	NBIO00000000	2541539	2489	
2871374182	Bacteria	Permanent Draft	Cutibacterium acnes 09-258 genome sequencing	Cutibacterium acnes 09-258	Aarhus University	2871374182	GCA_002831735.1	LKVF00000000	2525867	2473	
2537561818	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL002PA1	Washington University in St. Louis	2537561818	GCA_000144025.1	ADXW00000000	2476114	2545	
2511231125	Bacteria	Finished	Propionibacterium sequencing project -BAYGEN, Hungary	Cutibacterium acnes TypeIA2 P.acn17	BAYGEN	2511231125	GCA_000240035.1	CP003196	2522885	2317	
2861753054	Bacteria	Permanent Draft	Proprionibacteriaceae Genome sequencing	Enemella dayhoffiae NML 130396	Public Health Agency of Canada	2861753054	GCA_002250625.1	NMVQ00000000	3720766	3742	
